Ici sont le emails des lumnis vivant à Lille
com,GameDesign,2022,Lille
com,GameProgramming,2020,Lille
com,BD,2019,Lille
com,Web,2021,Lille
com,BD,2020,Lille
com,BD,2018,Lille
com,GameProgramming,2018,Lille
com,UX,2020,Lille
com,GameDesign,2018,Lille
com,GameProgramming,2021,Lille
com,Communication,2020,Lille
com,GameDesign,2023,Lille
com,UX,2019,Lille
com,GameArt,2023,Lille
com,BD,2023,Lille
com,Communication,2023,Lille
com,GameArt,2021,Lille
com,GameArt,2023,Lille
com,Web,2022,Lille
com,Web,2022,Lille
com,UX,2020,Lille
com,GameArt,2020,Lille
com,UX,2019,Lille
com,BD,2021,Lille
com,GameArt,2023,Lille
com,BD,2023,Lille
com,GameDesign,2021,Lille
com,Web,2021,Lille
com,BD,2019,Lille
com,Communication,2018,Lille
com,BD,2023,Lille
com,Web,2023,Lille
com,GameArt,2023,Lille
com,Web,2019,Lille
com,GameArt,2023,Lille
com,GameDesign,2021,Lille
com,Communication,2022,Lille
com,Communication,2021,Lille
com,Communication,2020,Lille
com,UX,2021,Lille
com,UX,2019,Lille
com,GameDesign,2023,Lille
com,BD,2019,Lille
com,Web,2019,Lille
com,Web,2022,Lille
com,UX,2021,Lille
com,BD,2020,Lille
com,Communication,2023,Lille
com,Web,2020,Lille
com,Communication,2021,Lille
com,GameDesign,2020,Lille
com,UX,2022,Lille
com,GameProgramming,2021,Lille
com,GameArt,2021,Lille
com,GameArt,2018,Lille
com,GameArt,2023,Lille
com,UX,2022,Lille
com,UX,2019,Lille
com,GameArt,2022,Lille
com,Communication,2019,Lille
com,UX,2021,Lille
com,GameArt,2018,Lille
com,Communication,2019,Lille
com,UX,2022,Lille
com,Web,2019,Lille
com,Communication,2021,Lille
com,Web,2018,Lille
com,BD,2021,Lille
com,GameDesign,2020,Lille
com,Web,2021,Lille
com,BD,2018,Lille
com,BD,2019,Lille
com,Web,2021,Lille
com,BD,2019,Lille
com,Web,2021,Lille
com,GameProgramming,2019,Lille
com,Web,2018,Lille
com,Web,2021,Lille
